scopus_id,title,authors,doi,year,source,url,origin_title,origin_year
85124120627,DeepKnuckle: Deep Learning for Finger Knuckle Print Recognition,Tarawneh A.S.,10.3390/electronics11040513,2022-02-01,Electronics Switzerland,https://api.elsevier.com/content/abstract/scopus_id/85124120627,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85136912650,A Heterogeneous Data-oriented Task Engine in the National Earthquake Precursor Network,Zhang L.,10.1117/12.2642619,2022-01-01,Proceedings of SPIE the International Society for Optical Engineering,https://api.elsevier.com/content/abstract/scopus_id/85136912650,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85147162888,Cloud Computing Based Network Analysis in Smart Healthcare System with Neural Network Architecture,Tello A.B.,10.17762/ijcnis.v14i3.5622,2022-01-01,International Journal of Communication Networks and Information Security,https://api.elsevier.com/content/abstract/scopus_id/85147162888,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85131447031,Intelligence-based Network Security System to Predict the Possible Threats in Healthcare Data,Vijayakumar K.,10.1155/2022/6716370,2022-01-01,Security and Communication Networks,https://api.elsevier.com/content/abstract/scopus_id/85131447031,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85133193927,A Review on Multimodal Biometric Authentication in Healthcare,Balaji S.,10.1109/ICACCS54159.2022.9785210,2022-01-01,8th International Conference on Advanced Computing and Communication Systems Icaccs 2022,https://api.elsevier.com/content/abstract/scopus_id/85133193927,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85127040649,A Blockchain Based Decentralized Identifiers for Entity Authentication in Electronic Health Records,Manoj T.,10.1080/23311916.2022.2035134,2022-01-01,Cogent Engineering,https://api.elsevier.com/content/abstract/scopus_id/85127040649,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85147698361,Privacy Preservation of Biometrics Used for IoT Systems Security: Brief Review,Aounallah A.,[missing],2022-01-01,Ceur Workshop Proceedings,https://api.elsevier.com/content/abstract/scopus_id/85147698361,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85137803542,IoT Framework for Healthcare: A Review,Alam M.,10.1109/AIC55036.2022.9848923,2022-01-01,Proceedings 2022 IEEE World Conference on Applied Intelligence and Computing Aic 2022,https://api.elsevier.com/content/abstract/scopus_id/85137803542,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85145414887,Internet of things (IoT) fusion with cloud computing: current research and future direction,Ansari M.,10.19101/IJATEE.2021.876002,2022-01-01,International Journal of Advanced Technology and Engineering Exploration,https://api.elsevier.com/content/abstract/scopus_id/85145414887,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85119703438,Super-resolution generative adversarial network based on the dual dimension attention mechanism for biometric image super-resolution,Huang C.E.,10.3390/s21237817,2021-12-01,Sensors,https://api.elsevier.com/content/abstract/scopus_id/85119703438,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85119655483,Enhancing robots navigation in internet of things indoor systems,Tashtoush Y.,10.3390/computers10110153,2021-11-01,Computers,https://api.elsevier.com/content/abstract/scopus_id/85119655483,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
85114796623,Biometrics for internet‐of‐things security: A review,Yang W.,10.3390/s21186163,2021-09-01,Sensors,https://api.elsevier.com/content/abstract/scopus_id/85114796623,A smart biometric identity management framework for personalised iot and cloud computing-based healthcare services,2021-01-02
